Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25
95,1,48,14,80,87,31,47,79,24,69,87,79,60,9,24,5,1,77,58,47,66,75,66,32
8,6,71,72,31,2,66,22,34,45,62,52,43,52,21,6,37,59,48,18,37,18,40,21,43
5,13,47,12,98,67,96,12,76,38,22,22,55,47,44,7,94,75,12,74,53,26,12,51,23
13,37,76,24,78,50,7,45,60,3,59,50,91,80,33,34,46,40,97,15,44,54,69,52,17
74,71,11,99,44,54,6,74,86,2,27,16,27,62,7,24,4,82,62,77,91,67,80,2,74
92,15,54,68,74,29,40,83,30,92,42,37,12,23,88,95,73,33,73,3,58,96,30,22,4
2,77,17,20,71,44,84,83,75,16,98,16,1,80,36,80,43,33,86,9,95,33,88,79,36
84,36,24,35,3,43,79,81,88,21,21,57,40,27,85,69,52,96,48,82,14,74,63,41,64
89,69,74,58,57,25,18,98,28,16,84,19,41,45,6,4,27,74,96,35,51,56,89,72,8
82,60,79,83,81,67,60,17,39,96,4,25,84,42,24,93,72,14,99,10,35,9,24,32,3
59,94,89,12,11,11,18,16,40,98,41,54,71,56,60,15,57,52,4,15,72,24,6,92,59
36,40,36,97,99,46,22,78,88,52,80,80,36,1,73,46,83,90,59,65,27,47,76,40,51
3,98,8,56,14,66,24,26,42,93,32,59,97,9,69,1,66,47,86,54,79,54,34,40,65
7,35,3,7,17,29,64,80,88,87,53,78,76,96,51,98,50,59,81,10,84,2,67,65,40
40,3,48,86,64,67,18,93,64,68,26,31,43,70,38,62,99,30,34,99,77,15,3,17,96
12,18,51,68,62,59,48,60,55,11,37,44,31,56,3,25,95,7,34,75,16,85,51,50,57
67,97,43,1,5,20,37,24,64,67,48,96,80,25,70,17,89,62,57,23,33,65,33,89,31
28,88,2,92,2,24,63,96,22,11,47,48,34,11,7,78,46,60,31,2,17,75,29,94,7
9,90,68,98,16,15,3,85,22,99,78,69,43,20,52,88,18,22,40,78,79,72,66,6,85
46,27,36,31,25,91,76,76,20,22,40,27,8,7,11,75,69,8,65,27,71,67,58,65,87
37,19,79,41,68,34,86,22,47,27,50,31,50,72,17,86,76,23,44,88,76,50,25,76,14
37,21,30,31,75,44,57,98,42,11,95,1,64,96,30,37,90,71,90,43,51,20,67,76,77
49,80,24,92,61,23,59,65,9,41,95,74,15,19,13,31,53,54,34,30,7,9,98,32,49
50,30,60,72,52,52,80,21,20,54,69,56,30,79,89,18,92,54,49,32,64,6,32,79,84
39,15,49,95,10,47,74,52,77,7,82,85,17,47,47,52,29,57,14,58,87,47,73,16,59
34,29,92,13,74,67,55,32,78,68,92,11,10,31,47,80,97,85,23,87,3,4,11,64,87
14,73,25,72,44,69,10,81,66,84,51,56,85,1,5,80,52,32,97,65,81,22,87,84,77
32,66,91,1,62,29,41,49,21,63,19,86,25,61,35,53,33,98,32,71,73,97,54,5,53
99,13,83,13,44,39,91,31,61,36,51,5,48,20,82,96,82,99,18,98,54,1,19,41,16
84,29,42,69,55,96,40,70,49,78,22,96,44,68,62,95,48,42,32,1,2,51,58,69,66
3,76,48,92,30,25,92,93,2,13,2,38,18,78,47,27,30,22,39,30,1,89,68,51,83
61,10,62,93,94,90,23,34,77,67,86,4,75,14,94,6,13,92,18,43,90,96,34,46,97
29,86,32,95,97,18,92,71,47,15,72,13,19,9,39,64,5,84,15,55,44,64,4,81,4
96,1,9,94,99,89,49,73,61,79,92,53,21,61,1,42,47,25,52,75,71,67,98,93,87
77,13,73,20,10,66,44,65,31,50,71,54,99,85,55,63,65,76,42,16,18,65,13,30,3
24,22,20,38,68,93,95,58,49,64,47,25,95,54,57,21,61,12,62,44,61,35,93,54,11
17,67,58,54,32,61,56,69,36,65,78,25,75,9,12,76,51,43,32,22,52,5,93,68,6
4,35,44,41,77,56,97,54,59,41,86,10,51,1,93,92,20,6,24,2,11,33,49,42,95
76,30,15,6,21,75,26,4,2,49,87,41,86,18,64,3,55,57,87,94,1,54,75,21,19
79,90,52,7,42,54,37,64,44,80,4,66,57,60,7,84,65,9,81,74,95,68,88,91,67
42,76,73,16,32,71,79,55,51,96,79,21,60,43,14,75,48,96,7,87,96,59,20,91,70
53,38,67,49,31,47,54,77,16,12,53,18,42,18,92,46,97,16,34,90,60,2,27,26,39
63,57,10,56,63,89,87,15,5,64,64,43,73,35,29,51,52,5,43,91,47,15,48,93,53
84,13,9,26,78,4,88,55,48,65,12,29,46,38,21,61,67,83,84,49,59,88,29,82,74
34,67,18,87,23,44,68,57,21,49,48,85,22,40,85,30,31,58,55,93,35,7,24,7,51
55,85,69,90,65,32,1,63,73,55,81,14,90,26,61,3,36,70,3,3,97,3,11,39,1
7,98,65,95,39,31,15,49,26,74,26,12,26,91,59,34,40,37,7,53,54,71,42,30,60
18,39,71,19,3,38,70,50,33,84,50,27,2,88,37,81,3,92,82,73,25,96,41,14,10
51,16,35,23,37,65,30,39,42,31,93,74,71,69,85,63,17,32,68,85,94,11,87,10,12
25,16,88,76,83,93,75,26,34,38,53,31,6,83,73,16,77,31,23,5,99,21,92,35,45
86,67,49,25,95,62,70,65,59,80,18,96,43,87,71,2,77,87,62,61,4,62,51,45,4
19,31,41,27,90,82,50,22,26,83,21,45,42,23,80,3,60,82,59,99,32,50,61,64,21
30,75,18,36,29,26,20,73,73,32,25,64,74,35,15,85,26,4,9,42,95,31,53,71,92
69,61,98,23,16,69,75,42,35,6,91,83,9,5,29,45,69,87,35,97,35,33,15,58,20
41,11,52,41,51,49,37,11,46,61,33,22,32,62,66,14,26,85,80,40,78,29,13,1,92
25,3,47,74,83,93,55,53,50,90,46,6,73,72,89,99,90,13,90,11,89,99,14,36,82
19,45,6,10,71,77,89,38,87,28,12,89,93,26,24,22,27,52,85,3,28,81,45,35,43
57,41,49,98,63,4,19,73,53,80,16,66,4,22,97,42,94,87,50,6,79,31,60,9,38
50,31,41,91,5,45,65,85,78,30,64,31,40,6,6,20,88,13,53,4,2,39,73,66,51
32,25,16,26,47,80,53,48,16,70,72,9,35,32,7,41,2,12,79,55,21,46,57,53,22
41,64,68,16,42,83,32,41,33,92,52,2,5,55,9,58,23,42,74,89,51,15,37,44,9
82,81,23,78,61,46,57,47,77,41,23,22,11,67,23,59,83,44,35,30,92,46,20,70,15
59,84,97,20,29,72,46,48,92,4,10,50,98,86,67,58,47,47,99,83,79,17,32,92,8
7,51,61,77,27,19,33,80,60,12,27,67,16,98,2,75,4,93,93,20,82,53,44,63,21
62,15,19,86,85,70,87,98,69,81,29,70,10,32,83,69,98,80,93,40,48,31,34,2,65
5,11,63,44,93,34,83,7,95,57,1,4,99,31,88,70,42,78,5,67,28,23,56,25,11
1,6,18,5,61,4,36,64,28,30,98,34,21,14,33,17,4,63,82,43,46,77,22,86,11
14,46,91,34,85,84,53,73,10,77,58,61,24,56,98,9,81,3,64,26,40,42,79,66,23
5,65,74,80,5,14,93,38,10,79,30,57,20,59,12,39,1,42,98,11,16,26,69,86,10
82,20,85,91,17,41,86,16,1,67,12,95,88,71,81,70,30,30,3,27,6,21,43,27,22
73,25,27,17,6,50,78,57,22,9,32,77,52,39,94,30,80,85,84,35,9,68,24,7,96
3,47,98,54,39,3,52,86,27,56,2,91,85,12,45,46,72,93,3,63,62,3,69,96,69
91,7,43,85,15,64,77,10,15,54,35,46,82,85,32,2,58,88,24,57,90,35,54,9,18
90,28,15,41,67,82,88,88,25,31,97,15,74,24,87,73,83,55,24,68,77,74,72,43,27
32,18,96,4,26,42,2,61,4,9,50,67,1,80,87,22,75,35,70,3,76,12,30,26,85
59,77,4,96,22,41,79,75,30,26,33,77,73,59,52,18,36,75,80,10,99,58,82,69,84
77,66,32,22,15,78,97,22,56,30,20,86,4,63,46,24,30,71,7,62,16,59,12,47,63
95,81,26,67,33,11,49,83,33,11,93,99,44,37,48,48,22,83,24,46,64,54,27,5,61
57,59,39,26,21,67,50,67,71,16,51,34,73,11,23,76,22,36,99,25,87,55,41,34,66
13,83,53,84,34,4,12,31,55,20,46,25,52,97,16,51,79,58,11,47,20,14,62,26,91
31,75,22,42,12,42,86,37,30,22,70,9,51,87,38,18,77,51,32,97,77,37,90,36,26
16,9,87,92,24,86,77,82,81,55,61,78,76,39,64,97,35,51,35,75,41,42,11,82,65
7,74,9,94,35,6,14,80,46,85,59,44,6,95,9,19,44,18,45,98,89,40,62,80,95
19,47,23,10,81,94,80,33,12,6,61,78,27,5,62,80,40,59,4,5,15,40,66,90,7
88,81,57,29,62,41,91,53,92,92,30,83,60,44,77,74,52,22,89,21,14,63,36,11,88
42,35,45,10,14,49,86,89,1,3,98,91,30,49,22,74,14,45,43,46,53,68,64,25,20
11,64,72,28,64,50,66,47,73,84,35,11,35,80,61,53,49,67,95,73,26,75,20,60,26
75,47,26,80,14,34,1,16,57,52,26,47,47,65,77,27,60,93,53,51,78,10,54,96,73
43,1,56,11,16,52,26,79,63,75,3,65,16,45,49,83,2,37,32,36,69,80,70,33,86
70,61,30,29,8,73,81,82,35,80,71,2,55,36,49,50,60,4,73,24,84,5,42,74,5
34,82,11,79,31,6,35,87,24,26,83,54,86,75,55,17,28,31,65,81,55,37,30,21,69
56,5,4,14,77,4,41,68,12,68,39,5,25,65,73,35,10,56,33,82,52,29,62,58,87
9,89,99,51,56,96,12,9,90,44,84,72,70,7,7,48,15,25,17,52,81,72,46,92,90
35,86,12,42,81,68,94,16,99,69,20,7,48,44,41,28,64,61,6,17,76,61,77,69,19
64,98,99,45,12,61,93,82,36,54,13,29,68,53,30,51,55,35,14,47,15,58,24,79,1
38,10,19,9,64,23,75,34,81,66,98,63,65,89,88,26,55,9,99,88,16,31,60,59,75
98,76,66,65,38,93,96,60,75,88,44,67,18,64,77,53,34,87,82,31,22,92,82,72,94
34,1,23,59,83,33,1,53,70,58,21,93,49,10,34,32,64,10,4,7,81,14,43,71,78
73,90,50,99,13,14,96,10,22,33,48,43,65,47,64,10,79,85,76,6,57,58,78,43,48
9,68,57,20,80,45,24,27,47,33,58,18,38,58,60,14,30,64,61,14,10,91,21,86,79
28,46,13,65,34,82,64,10,36,64,50,7,73,49,66,42,6,38,24,90,55,80,88,75,27
78,1,77,75,17,72,26,41,56,92,91,86,38,69,14,80,37,53,46,67,17,28,69,70,94
24,11,69,61,60,5,72,53,88,2,40,61,62,86,44,48,4,82,53,41,58,42,78,78,16
56,25,92,38,7,39,91,70,58,37,42,76,97,81,73,85,90,25,33,10,79,60,73,5,46
38,22,20,77,84,9,94,14,9,54,64,17,2,63,44,23,65,22,61,90,19,69,56,96,87
63,36,79,95,89,61,53,64,16,25,28,43,91,40,80,48,72,75,54,57,46,65,57,58,64
31,76,24,43,26,51,17,36,14,23,85,41,24,26,18,30,74,9,27,83,77,31,3,52,42
85,66,62,4,41,17,15,50,18,31,20,19,64,35,31,16,71,32,87,8,26,53,59,2,36
19,42,97,58,92,12,51,89,45,85,27,88,44,52,36,87,84,46,37,77,63,8,92,16,7
57,65,81,2,16,36,15,36,83,65,36,43,23,45,60,43,82,62,42,20,56,50,63,59,15
40,71,83,41,23,54,31,72,48,65,83,15,54,25,91,53,87,32,28,85,10,25,53,51,84
40,51,38,1,34,17,31,40,23,33,70,39,96,82,65,9,38,54,5,25,2,67,85,55,30
94,45,36,52,98,83,21,60,1,83,76,22,42,37,20,12,1,91,25,94,34,6,48,42,67
66,65,38,81,66,66,15,29,81,51,61,16,63,79,62,27,49,12,8,42,89,89,25,55,37
38,96,16,61,61,34,9,66,69,66,39,43,8,10,37,97,99,67,51,92,92,14,45,78,97
16,14,93,25,91,94,96,30,10,53,94,8,36,47,71,81,39,50,25,34,47,49,22,3,19
72,59,40,9,90,9,91,7,13,57,78,48,95,57,23,57,37,57,38,99,55,56,53,8,78
13,78,17,33,21,30,4,11,47,7,91,1,79,27,55,21,43,29,30,98,31,46,1,75,29
11,59,39,5,73,26,8,38,92,94,69,93,48,98,30,17,65,66,41,64,92,97,75,23,67
21,13,96,53,96,97,42,77,28,84,41,62,15,22,64,76,90,23,15,53,5,62,44,78,44
10,6,19,61,86,18,5,24,75,79,12,68,9,93,30,82,87,34,10,57,49,98,41,71,75
23,49,68,12,37,87,82,41,62,14,44,87,67,1,93,56,68,7,59,56,97,27,67,41,88
11,70,77,43,23,15,19,24,36,36,75,3,24,99,99,1,33,83,84,64,39,49,63,31,36
64,73,77,71,70,88,35,14,48,97,95,59,33,5,74,75,29,4,17,26,81,95,80,12,2
24,86,72,38,86,31,28,50,92,25,47,6,51,31,3,88,14,39,70,32,44,18,26,54,92
60,8,81,17,15,93,33,46,85,74,3,42,88,98,22,57,55,75,15,69,25,51,64,75,36
57,47,9,58,65,25,13,5,15,31,69,60,92,33,55,38,52,52,96,80,13,23,1,19,31
55,56,53,94,49,9,9,89,33,1,91,67,4,24,12,29,8,7,94,66,84,6,8,91,48
14,54,76,28,48,62,49,27,81,68,70,29,58,40,50,24,55,94,26,39,57,82,38,19,81
46,17,3,32,6,22,15,42,62,55,61,18,28,51,54,27,59,9,15,99,57,59,42,12,5
75,44,42,77,86,49,93,35,47,92,65,99,39,69,67,4,71,82,71,98,79,50,72,57,49
50,89,81,12,83,41,8,68,5,34,98,66,94,47,32,75,72,17,51,32,96,91,37,89,58
76,60,87,6,71,63,73,95,75,57,24,12,35,18,31,12,11,46,47,62,94,70,83,71,27
56,80,5,89,43,93,89,48,16,18,95,30,11,1,66,62,48,6,63,86,34,26,97,83,84
37,34,66,79,62,22,46,83,91,76,65,66,57,55,48,59,24,97,92,31,93,60,6,92,89
12,11,88,27,34,14,2,23,17,53,18,88,57,28,69,81,89,26,62,53,45,60,37,57,73
55,75,3,37,32,17,15,39,88,55,78,63,56,65,10,19,60,4,99,88,72,19,10,30,48
2,21,50,84,35,64,13,36,71,42,39,57,21,36,36,79,79,12,29,37,88,2,38,61,18
5,84,12,37,74,98,23,49,70,43,11,38,21,6,91,91,9,43,49,12,58,29,36,7,92
42,81,20,24,54,42,42,63,32,92,84,33,57,74,1,89,27,60,46,32,82,25,34,8,90
34,60,90,94,53,62,87,84,76,65,39,15,11,52,17,65,6,39,63,34,94,94,81,36,48
27,80,94,36,18,52,31,28,16,31,65,11,99,13,5,62,91,97,42,23,19,99,32,16,13
77,11,45,6,14,7,93,7,64,78,11,39,88,33,40,20,2,86,86,19,15,56,22,22,92
30,14,46,90,7,37,63,42,30,56,76,34,75,4,10,20,22,59,38,52,48,97,2,60,59
64,27,70,94,36,76,90,40,95,61,94,72,83,47,86,53,31,32,90,90,54,2,78,25,83
56,80,73,99,10,84,69,25,25,4,22,75,58,45,19,57,73,3,25,33,46,25,32,28,72
67,38,51,56,56,40,99,75,43,44,63,38,5,97,98,78,97,37,64,96,4,29,58,54,52
26,4,99,33,69,64,47,5,30,83,28,48,68,75,76,82,79,17,73,61,99,57,35,82,48
28,96,66,90,70,26,57,48,12,86,52,71,51,47,78,92,95,29,42,41,1,43,83,69,21
96,26,82,78,77,1,48,13,80,6,2,68,7,10,84,23,64,55,76,46,49,25,8,32,11
78,63,38,85,99,21,7,27,52,21,88,1,99,80,72,1,51,6,8,85,88,52,49,11,85
9,87,81,40,55,67,40,6,64,87,94,76,10,17,87,53,83,64,2,40,11,71,1,7,64
38,89,13,30,95,57,94,61,47,14,40,27,9,48,7,17,9,46,20,48,12,4,74,7,93
82,80,2,82,87,52,5,3,36,51,72,69,45,95,38,7,49,91,53,43,67,96,89,93,1
40,64,11,70,27,40,85,53,74,86,2,25,91,89,87,45,5,54,60,78,57,35,21,11,68
53,16,39,28,53,1,17,22,89,40,85,88,55,49,66,75,33,99,27,61,55,81,57,65,46
82,89,73,42,80,18,70,22,15,94,36,14,11,42,12,98,87,14,15,95,63,27,7,75,93
62,12,57,95,83,92,80,68,51,80,14,60,96,11,44,73,89,40,24,80,28,55,74,36,22
52,25,26,53,4,79,11,53,80,30,32,14,84,99,64,91,88,91,84,50,28,73,36,42,36
1,81,1,15,70,70,79,34,32,27,50,61,92,92,78,94,1,26,57,31,82,22,8,75,63
34,35,95,51,41,20,92,2,15,81,46,19,50,64,83,28,85,97,47,57,41,72,90,29,32
87,79,73,59,83,50,8,80,83,58,18,88,12,2,22,74,20,72,37,74,48,37,52,56,56
33,32,11,24,44,79,60,19,61,79,22,23,7,68,13,15,74,73,33,56,51,6,56,16,71
72,13,89,81,60,87,79,77,12,50,8,48,78,74,66,16,98,63,89,43,65,46,84,47,18
76,15,3,83,34,78,81,80,38,41,86,15,41,27,45,49,88,23,29,20,24,46,34,8,48
54,63,71,10,84,28,71,59,6,12,2,79,70,83,32,54,39,17,82,38,77,22,97,98,72
60,95,67,46,76,21,39,27,17,22,50,80,78,57,63,90,9,62,42,25,25,18,23,84,80
2,66,74,40,70,9,68,61,21,4,54,77,22,92,22,74,10,74,79,84,44,75,28,76,63
75,18,89,41,97,95,72,84,10,7,83,93,80,28,54,14,41,38,22,25,20,66,81,57,97
20,4,67,20,46,96,61,22,97,41,95,85,96,76,58,83,4,26,47,49,75,41,60,35,87
27,57,65,15,89,93,69,94,44,20,1,22,24,4,1,44,97,98,56,11,1,26,71,19,12
11,5,99,96,20,19,34,28,87,82,39,23,1,37,84,2,26,28,49,46,92,31,47,11,92
80,46,78,14,36,69,56,67,50,34,56,39,3,47,78,56,80,75,26,41,96,40,58,58,81
42,30,34,9,33,82,94,94,96,16,81,57,51,95,70,78,29,48,5,2,76,61,68,70,46
61,87,76,80,12,83,87,91,85,69,37,91,55,51,97,46,40,66,11,49,68,71,14,88,82
3,37,49,70,69,73,99,36,34,63,7,19,59,9,79,44,65,18,62,8,52,63,73,84,12
86,38,43,48,49,32,70,93,90,3,50,17,5,27,78,13,3,96,48,96,37,14,46,7,46
47,93,69,13,12,94,36,21,65,97,72,49,51,32,17,25,47,42,49,65,64,69,49,85,45
35,46,17,76,16,77,85,17,16,9,87,88,56,25,38,99,14,58,87,20,3,24,68,68,58
36,22,7,58,1,10,31,50,60,71,18,49,44,24,61,52,32,92,54,73,94,75,55,52,19
52,45,61,83,44,92,75,94,87,95,63,22,6,32,36,12,20,59,49,37,79,56,43,49,77
5,78,21,39,50,21,65,81,11,1,33,73,25,47,3,49,7,94,4,5,75,50,47,67,47
87,65,71,7,32,31,96,91,59,82,12,89,62,57,61,69,39,62,1,24,15,83,18,3,64
82,91,40,46,81,60,54,78,5,91,88,92,85,28,42,21,1,26,95,53,72,22,27,32,12
49,57,13,77,13,73,58,93,64,57,64,59,49,72,63,24,70,94,15,74,13,89,11,98,57
20,81,81,76,39,46,28,49,63,62,81,6,88,34,45,69,68,87,1,8,79,66,20,63,73
63,21,58,26,35,70,38,81,23,84,95,54,18,81,42,23,64,18,83,10,73,31,50,84,11
51,89,66,73,7,45,46,66,1,62,15,23,18,39,80,1,79,6,38,66,42,60,50,85,7
54,6,46,49,87,13,30,40,16,79,69,49,7,98,26,5,43,42,39,64,73,55,67,76,54
46,85,48,92,10,34,6,35,90,70,16,47,41,31,34,20,91,82,44,77,10,74,73,6,73
34,43,41,61,69,79,55,88,65,41,97,80,6,76,90,64,68,31,74,68,86,9,78,50,54
82,62,67,49,68,21,5,67,44,11,55,93,57,23,58,72,38,30,20,67,10,94,49,11,81
36,37,65,42,59,1,94,27,99,69,68,74,43,6,12,46,6,97,79,52,70,7,26,25,20
38,88,5,90,55,96,19,14,90,34,26,42,86,5,75,16,51,48,97,19,49,65,54,24,84
54,48,54,25,21,56,39,19,12,48,5,99,89,82,11,55,39,27,46,63,60,98,40,59,73
11,62,22,41,56,13,44,18,38,97,69,88,18,27,52,97,49,41,70,32,23,71,54,32,95
30,91,64,12,55,78,70,70,35,12,13,9,75,47,40,25,33,7,60,46,9,19,14,99,52
1,88,88,93,45,19,83,66,48,29,91,59,21,60,32,13,1,61,33,68,55,30,51,15,86
47,15,60,90,76,12,26,61,11,75,13,94,62,57,4,22,79,5,51,94,67,8,37,25,2
31,33,20,18,95,25,19,16,46,81,63,58,15,74,72,29,38,83,32,37,34,39,61,51,68
74,69,66,96,15,7,78,98,75,92,88,81,27,95,87,43,11,73,43,93,24,20,42,67,48
48,49,2,72,81,45,66,95,16,71,87,46,38,25,74,38,90,32,97,8,40,98,24,24,9
3,58,57,90,44,28,33,48,32,50,45,39,30,79,9,11,86,5,87,92,10,5,3,43,13
58,22,71,41,41,34,10,52,67,36,43,34,57,65,65,53,68,21,12,81,47,51,28,91,5
65,26,71,92,38,90,39,62,90,27,82,39,18,98,66,67,77,74,4,74,61,74,87,49,86
49,3,84,14,10,27,87,36,67,60,87,56,22,48,28,20,32,84,73,24,45,62,43,5,16
45,32,85,15,72,23,84,13,59,78,64,62,35,43,44,10,49,13,5,23,41,57,21,11,13
22,72,69,9,62,53,58,62,75,2,34,35,59,43,6,62,66,12,58,75,90,2,69,87,51
8,19,93,77,53,96,30,13,76,57,52,42,3,97,71,20,6,82,54,6,71,61,92,20,74
28,17,5,67,79,99,66,86,92,95,55,40,90,22,59,46,35,39,25,74,88,60,83,56,24
21,69,89,75,33,73,97,73,39,44,65,77,95,21,41,65,69,18,69,37,60,68,82,1,14
54,64,57,75,44,85,59,17,10,24,70,27,7,25,66,32,91,42,79,5,49,80,15,47,78
44,93,70,57,90,48,53,5,80,92,95,35,32,9,76,96,44,41,93,4,11,27,18,10,6
92,10,7,86,69,97,56,73,22,8,67,49,81,42,46,18,91,93,90,65,97,59,8,96,86
58,20,56,77,86,99,78,44,90,93,96,87,76,13,85,26,17,28,69,15,77,72,89,46,52
34,45,74,53,43,72,73,52,47,65,77,81,75,28,53,51,1,45,11,64,94,78,62,6,43
90,99,91,9,46,10,51,78,62,38,8,44,42,38,66,70,95,34,51,49,25,66,86,16,19
25,1,91,82,34,84,17,27,19,16,8,39,96,32,87,82,10,47,36,95,14,3,35,34,97
5,11,43,58,81,93,14,73,90,17,16,21,86,44,82,73,13,44,51,38,80,96,60,45,21
2,15,64,33,96,40,30,84,70,64,51,40,64,4,16,28,77,24,20,62,89,47,90,20,2
73,87,30,92,56,87,81,8,32,80,4,31,39,70,65,5,69,69,20,13,18,47,23,45,13
51,88,81,97,38,10,32,2,21,89,57,36,67,17,49,7,46,97,27,89,10,26,33,79,29
32,55,18,97,1,71,60,27,15,14,47,88,45,70,6,45,69,6,36,77,70,48,61,96,11
51,12,16,69,11,39,94,76,62,7,32,84,89,40,39,62,70,19,80,4,39,7,71,50,10
47,40,72,69,47,81,44,74,8,31,76,10,65,2,69,13,83,31,12,42,4,54,25,38,18
22,53,75,48,3,94,61,20,8,15,51,67,13,66,26,29,41,62,34,95,50,55,15,12,5
65,61,71,65,31,6,27,56,27,29,80,50,23,17,84,14,11,54,98,22,16,13,37,29,56
42,7,51,55,56,42,4,6,11,45,20,95,26,97,26,57,92,40,21,99,49,98,78,3,45
51,85,17,62,37,62,96,31,77,3,76,3,54,96,76,28,96,49,81,52,68,38,21,68,26
94,67,55,34,89,78,42,84,81,3,70,21,35,79,45,33,38,27,24,99,78,54,23,77,26
42,36,80,1,35,84,43,19,91,71,4,1,93,7,69,75,34,84,49,35,42,75,68,62,74
31,97,9,95,24,61,27,71,42,79,93,88,46,90,91,82,64,20,81,57,4,92,22,72,50
38,99,19,1,30,54,90,21,23,92,55,64,59,65,23,74,65,71,90,27,54,34,94,87,9
16,30,94,63,76,49,98,95,11,51,50,85,26,45,28,7,26,19,49,9,37,51,13,46,78
47,51,16,54,66,50,47,82,43,39,52,14,19,79,62,66,99,91,17,11,9,23,6,5,33
59,43,58,77,18,27,7,34,88,37,83,26,3,37,30,69,16,93,14,43,39,96,21,68,60
23,29,3,18,61,46,58,9,23,18,55,49,24,32,78,65,71,29,8,6,77,68,12,55,61
81,51,41,28,16,34,95,18,39,96,34,16,87,41,82,73,66,4,32,18,53,65,56,96,90
83,52,23,28,7,5,94,80,49,26,88,94,8,26,61,16,43,82,34,92,72,69,42,46,5
4,96,29,59,2,61,71,35,83,77,7,56,9,37,23,51,42,41,80,42,66,3,7,54,65
88,43,2,60,5,54,42,96,60,67,17,5,69,74,13,62,57,41,37,80,54,83,95,27,85
45,71,46,77,27,48,1,1,26,33,75,2,64,78,1,21,55,4,85,15,61,18,87,66,99
58,56,58,66,28,82,55,64,45,70,2,53,39,91,23,50,96,84,51,7,45,3,43,68,51
43,87,44,30,9,57,82,32,78,38,64,27,30,36,57,91,76,99,88,54,73,8,13,92,53
83,33,14,80,85,59,89,70,65,54,90,92,30,47,27,7,75,30,90,72,82,7,56,55,55
22,81,87,80,51,31,92,31,59,36,5,77,10,50,77,11,99,84,56,41,47,60,28,88,21
43,12,29,99,70,85,98,54,98,27,74,24,80,21,65,91,2,13,50,25,52,28,25,2,19
93,91,63,3,62,77,78,64,1,4,4,49,54,4,37,54,45,27,59,77,36,41,10,17,69
43,61,54,71,44,22,61,81,99,21,52,45,13,13,29,68,18,76,33,20,36,78,40,52,54
32,69,9,87,50,58,20,19,26,61,52,38,34,38,65,66,68,89,23,63,34,77,97,8,53
59,5,24,52,36,90,71,17,16,70,47,21,98,53,16,17,63,86,96,54,77,46,58,59,98
59,11,28,90,28,96,69,71,48,49,51,67,82,16,14,33,73,62,33,85,36,53,88,21,90
56,58,53,7,65,36,68,12,14,41,59,62,5,45,47,23,34,94,82,33,27,19,21,99,43
13,7,22,78,91,91,2,53,66,41,44,12,57,95,99,64,11,30,64,97,85,30,34,66,12
13,46,89,73,45,87,91,75,84,97,43,2,46,35,81,58,70,20,81,92,46,23,26,90,89
34,43,49,73,74,10,29,3,1,6,3,26,39,52,57,71,23,83,2,43,76,1,56,84,29
70,38,39,20,64,27,91,39,5,43,40,53,3,84,91,82,27,85,13,36,36,80,95,66,91
1,15,63,36,64,97,92,28,21,92,60,90,46,22,88,1,96,61,32,36,67,37,27,25,25
20,53,78,52,21,76,41,91,91,58,90,53,2,22,30,67,86,5,26,71,10,96,48,50,47
24,39,16,38,3,7,88,72,31,42,24,28,58,65,70,11,25,22,64,7,1,46,94,42,69
54,48,42,64,77,95,52,53,82,63,7,35,56,70,3,94,30,34,26,92,12,19,36,77,16
55,65,26,85,43,80,11,49,18,14,96,5,59,78,53,52,87,54,50,94,31,21,87,95,58
10,35,72,98,83,3,97,73,56,95,49,93,15,42,4,54,1,68,36,60,16,12,49,28,7
26,3,70,87,55,80,17,73,94,99,34,94,13,18,95,83,40,86,9,28,27,86,99,90,24
44,55,82,34,34,34,3,8,25,55,45,1,33,8,65,52,7,51,43,24,97,73,53,27,80
66,81,85,84,61,27,38,6,50,15,84,90,57,44,67,51,69,89,16,44,35,9,22,78,36
69,71,60,71,17,3,22,39,64,45,30,8,37,10,72,65,40,11,97,40,34,59,12,61,14
15,48,9,13,49,27,29,81,51,4,78,5,79,10,88,88,9,23,57,22,73,5,73,88,88
63,45,99,42,11,88,45,76,99,36,2,92,74,20,7,60,21,25,94,8,43,27,45,94,89
76,89,11,56,51,66,96,5,7,98,30,53,36,32,93,27,23,49,53,34,51,11,40,22,72
5,43,73,20,35,84,94,90,59,20,10,18,69,61,36,90,40,72,54,45,18,81,41,52,70
20,86,28,22,72,48,96,50,21,31,2,18,23,26,41,43,64,86,95,23,72,25,92,50,53
81,90,95,62,69,85,33,7,68,5,29,84,23,71,25,53,94,33,60,70,42,94,84,75,59
44,23,26,62,44,64,39,13,25,66,63,43,6,76,23,45,29,7,19,79,18,65,16,9,53
43,51,69,95,98,7,3,99,54,16,69,73,21,89,54,74,30,94,54,47,23,8,59,99,88
14,18,52,33,44,34,72,49,32,5,9,4,32,95,52,54,8,11,58,42,32,54,44,63,61
68,67,93,66,89,78,78,40,13,26,63,90,20,72,93,18,32,32,5,68,77,14,82,87,52
64,61,11,58,12,83,81,80,72,19,1,28,19,98,36,61,71,24,81,85,79,51,17,36,74
