id,value2
31145,34
39784,45
38015,6
33321,5
35730,88
33959,94
30935,7
35063,95
37533,66
36735,9
38029,74
32610,82
32561,60
18579,72
36420,26
31585,44
10695,51
35462,31
35703,19
17839,53
30846,15
15959,59
18423,57
15468,63
32287,31
33219,78
39444,85
33725,87
15421,62
31947,60
33552,91
38518,43
18478,66
39848,35
18673,73
32870,62
13059,59
18217,41
15947,94
32244,72
19902,46
30679,10
32772,40
33289,75
34820,20
36144,35
12844,77
38217,8
15464,52
32810,20
33041,94
10810,99
34768,39
37706,58
34897,22
37997,1
19798,83
33578,53
35693,40
34793,18
30494,36
39803,72
34488,32
32317,23
33502,5
35329,94
16490,16
30394,71
37429,8
33451,92
14236,18
18174,18
10701,61
39837,70
32094,71
39363,56
36570,55
12801,32
37096,35
17319,97
37789,6
13743,14
32847,11
36798,68
36325,45
37215,38
13406,22
34738,50
38737,80
35484,46
35967,80
16310,86
14056,41
18741,44
14398,89
31320,99
31644,66
37785,76
35980,43
37288,42
31245,42
36365,4
17431,58
30157,81
32264,25
30025,34
34589,86
37655,53
35327,59
31998,1
32263,95
33213,98
39159,71
35858,31
35657,82
33171,51
39875,12
35372,86
32674,24
11287,47
36069,90
39482,36
33774,40
34825,8
16346,24
38894,83
30749,96
31452,50
31475,7
34250,43
31186,89
35085,80
36396,76
36559,52
38621,19
39168,40
37014,92
19389,69
11807,47
34217,77
37316,74
33499,10
30327,99
38533,15
36100,19
18570,25
38933,24
39082,33
38559,81
17637,25
32865,81
13788,99
35064,35
18672,95
17951,98
12805,15
35638,21
17742,85
32125,70
19901,22
34875,53
31151,71
31749,91
30682,55
36773,41
19009,87
13382,67
10227,9
31761,2
39118,4
31221,28
33421,49
30393,15
30210,76
38539,67
16522,46
33163,60
32551,93
37236,72
17249,27
36825,59
30659,88
35559,31
18973,87
39680,71
10405,19
38712,30
34109,97
31818,40
34340,11
39914,20
15492,36
15047,43
18463,67
11925,41
32670,24
34707,2
33566,14
13733,39
36998,24
36815,16
36340,44
37926,66
35786,23
16769,43
38776,97
37083,23
34576,5
33462,46
39969,19
34455,97
32824,9
36812,28
32980,24
33657,5
10159,89
36129,70
18232,63
14650,19
15856,70
19783,69
36880,2
34389,97
38130,94
13836,70
32166,65
19351,32
32539,99
37241,26
36084,40
38197,81
35425,51
35664,47
35687,84
11823,65
11254,13
17451,78
38005,55
31195,51
19734,28
34466,23
39231,24
36311,75
30543,70
35392,64
17607,87
33267,53
35109,2
32945,8
34580,49
31987,90
38018,98
12418,15
37456,64
16881,65
37435,76
39161,20
36250,45
18944,2
17078,61
31446,62
16520,46
14677,56
16181,77
13778,94
30576,8
37113,58
32924,25
34269,24
37532,63
30960,59
30167,67
18500,52
39726,21
33537,84
31428,10
35305,86
35907,55
17560,15
36686,50
38201,36
34687,45
35574,57
34130,11
35903,63
37979,99
13282,66
30300,53
36205,62
16093,49
11554,10
37800,24
30579,92
18971,88
35548,55
30080,34
35851,55
35255,10
37930,83
36797,95
35053,51
32932,44
39381,21
31930,20
30436,86
36167,66
30858,4
13053,91
35079,96
32834,9
36164,46
38006,38
16179,55
36960,55
30503,69
16122,84
33904,35
12174,27
38831,3
38792,31
36916,9
32051,22
14685,81
33606,39
11371,22
39867,72
19024,12
16248,75
34302,47
31604,95
37167,30
33265,24
12347,26
38927,53
35913,21
14861,18
12131,90
35241,47
39113,59
33573,83
39374,2
31334,21
38370,69
39470,30
38019,80
15632,18
30103,58
19229,40
38605,1
34758,9
32890,42
15997,91
31483,16
30747,60
31974,17
34692,65
17033,71
33671,46
30227,5
34699,23
30019,66
32216,54
30843,43
35702,18
15136,95
35141,44
36813,54
36349,34
11536,27
39684,73
36587,23
35039,96
16230,70
30611,93
36909,53
39360,13
11500,58
36677,86
31937,57
37149,68
38707,83
10987,8
34039,27
37040,30
33210,97
35413,42
34622,58
38260,81
30187,20
36188,40
30756,15
15887,79
35124,71
38157,53
35159,59
33221,84
33839,59
30595,32
32387,99
37383,82
19032,37
30743,13
34438,74
31325,87
11152,31
37846,39
38403,39
36168,99
33785,54
15519,80
37431,75
11670,6
35309,16
30340,98
38994,74
35920,73
13485,3
12299,79
30971,16
30909,20
32695,60
33294,3
30174,97
10323,89
30446,16
16763,67
17332,93
35496,82
32284,67
37184,67
17229,98
35008,97
34500,42
35472,34
34978,27
31782,8
33515,97
12353,90
32850,23
33429,18
34177,14
37235,6
35023,10
16081,99
16956,1
39783,43
37776,77
35775,51
19757,78
36141,66
34167,5
35623,74
38998,89
31121,50
39411,54
37666,63
35869,87
34052,91
17840,38
34756,55
34030,56
10450,24
39592,38
37908,74
14471,26
39466,49
32024,59
34506,9
38041,53
30691,78
36662,65
39663,94
18706,26
35554,56
18018,6
32021,56
38574,31
32045,98
36859,87
37599,81
37343,21
36972,85
15108,91
17690,76
39937,95
34902,57
39354,4
32685,41
30478,4
36047,29
35187,32
30819,52
19224,64
31006,81
37189,85
12963,65
17544,10
32464,51
39468,99
34952,37
31841,48
33059,57
38362,86
36174,31
34484,51
34477,40
33281,63
37888,36
17821,56
37436,29
31711,6
37072,49
13275,13
30136,81
33844,8
31282,49
33469,81
31692,94
30565,49
30045,35
13268,75
19884,64
16893,39
30767,10
13436,75
34457,36
37977,20
33055,20
35705,62
34673,94
11526,80
33503,96
11519,76
18584,97
30030,86
36887,79
35288,74
35133,42
30170,79
37592,43
38970,12
11142,91
12029,60
30840,72
33557,46
36571,60
30627,64
34336,55
13367,13
39946,4
10369,34
37280,86
11830,94
35756,46
34199,72
30569,87
36634,53
39100,12
16449,9
32727,98
11775,71
15531,27
14321,28
10514,54
37188,22
34259,33
14075,67
39496,55
18835,64
13716,88
33740,72
34363,41
17642,17
39688,16
30860,23
32413,63
39628,41
39915,32
39520,7
35466,88
39642,9
37479,32
39625,25
33847,42
17083,11
35937,59
13950,16
38883,84
34274,74
36596,35
31670,23
31980,98
30826,11
34019,61
13026,86
12743,49
31332,29
30663,64
15560,54
30003,53
39736,20
32596,18
30984,9
14704,49
33950,30
39187,79
14805,73
38450,55
36954,54
31605,7
38705,32
35340,38
39703,38
31664,44
17529,41
30727,1
30956,84
13047,56
11065,7
36239,35
31599,58
37885,67
35475,84
37724,89
19488,89
12441,30
37384,26
14502,26
34892,39
32891,39
31198,16
31730,46
31787,19
33208,68
36526,43
35147,78
30183,6
36022,51
17028,23
31404,54
32659,9
30093,9
35868,83
38520,38
36392,87
37029,26
37268,66
37004,52
35365,15
12357,68
19133,29
37935,23
36780,76
36262,75
34918,95
34965,64
39751,93
13266,13
31579,57
36298,95
15589,99
38490,77
39944,81
32461,8
10447,11
36101,33
31885,87
38216,8
32371,94
33937,17
33527,32
16285,48
31159,38
16433,62
37160,76
33890,85
14860,24
16940,50
32903,6
31238,34
19179,32
31790,67
18686,66
37427,17
38751,22
35287,17
36565,44
36538,40
10096,55
32251,11
39215,71
14940,81
33859,80
32253,95
30471,94
35575,10
36873,25
34317,88
36473,17
34516,50
37379,10
38819,66
13277,59
14463,23
39549,29
30195,70
34659,55
31503,20
31634,24
37526,75
30244,44
19499,21
30551,53
30957,79
16553,49
18448,91
19170,8
30832,79
18143,19
31296,65
39981,42
39382,59
35621,35
34938,88
37521,30
35471,29
31855,31
36723,17
36753,40
31515,81
35832,2
39119,44
35555,88
30821,38
38872,50
31613,9
39465,93
33708,99
11335,37
14777,47
36110,31
31122,80
38879,47
19698,79
34935,70
33391,84
34806,48
31247,38
19530,26
32476,25
33841,12
39407,35
38219,58
30872,7
34010,49
12964,41
39986,94
34468,67
32976,20
30905,43
34993,12
33656,66
34306,93
33965,95
35854,66
35835,2
38944,30
36683,67
39239,66
31007,66
32213,16
10628,85
36005,39
11598,18
17262,12
37081,94
34932,16
38075,1
10753,16
34887,11
32465,27
33825,78
32813,32
36315,52
38012,20
10853,88
14961,86
31578,48
38920,58
15112,7
10680,22
16839,98
35254,42
13244,8
32996,94
38993,77
37402,31
35400,89
13983,10
39333,95
11443,30
15060,39
31718,82
37496,27
39420,10
18352,52
30465,9
17876,22
33057,78
11345,51
17534,67
36787,13
14800,11
37897,89
30013,13
18933,32
37548,43
36135,75
38143,35
37535,49
17075,90
35062,94
35626,37
18932,14
33195,72
37917,21
37481,11
36564,26
39906,84
37225,56
37090,68
36966,40
31176,82
32018,62
38856,52
37895,83
34180,56
11221,76
30489,16
36957,66
30866,61
37722,22
36684,27
33617,35
18440,9
36096,38
37105,2
36533,17
31779,86
19745,19
38016,12
31424,48
12730,15
37623,14
31359,39
13214,91
32352,45
39533,82
18238,69
11686,69
33268,14
30332,58
30705,97
30265,56
11870,22
10204,49
32657,77
31870,18
38014,2
36176,96
36482,18
19023,15
30735,3
38786,58
37634,18
33111,7
32958,51
35117,90
38256,56
36083,81
36038,86
13295,30
39515,85
33654,67
14499,23
33307,77
34480,9
32265,19
33488,43
39779,10
38754,18
34293,67
18457,39
32493,66
36575,58
37254,8
11725,31
19116,40
37131,11
19423,68
33967,45
30636,29
16995,26
31569,81
12483,75
31322,26
12570,93
32651,79
33524,80
19894,24
36614,8
16732,44
37536,26
36688,67
19430,80
31596,51
19215,46
37558,57
11750,85
12852,64
13063,65
38456,54
12744,64
14089,30
32691,22
33545,27
38653,81
33222,63
38181,95
31623,87
33374,55
19694,8
18192,27
35717,26
35411,48
13187,43
33679,96
30189,61
35378,26
17042,81
34272,96
13583,37
32875,29
12761,70
38420,20
15877,2
39491,26
18262,76
35402,10
30766,83
36448,18
39674,29
14422,50
35355,5
36373,65
36795,91
36600,98
39452,19
30949,45
14952,97
38479,55
18084,71
30785,95
34639,21
17410,71
34429,73
34893,75
38261,60
38369,15
35919,85
33509,82
36257,82
33246,52
38026,48
36071,67
30121,62
37125,50
31501,24
13042,18
38176,44
17122,84
33955,33
34852,77
34176,67
30521,15
11024,99
35630,86
19340,46
35722,2
39521,38
32534,62
32688,27
36332,90
39575,64
19371,29
19966,13
38408,82
32157,82
30914,15
32781,36
11944,22
36628,91
17394,56
38902,63
37330,4
31575,59
31157,91
12621,50
39451,57
35794,58
34028,18
34772,31
35565,36
14648,7
31918,52
36763,32
38775,81
38952,85
34713,24
35767,17
19463,14
32080,76
31540,52
30158,23
15312,70
33443,23
18039,43
30884,32
39990,39
38809,78
34944,69
39036,12
35140,75
30462,36
30140,98
37129,18
16744,23
30404,70
31945,76
37262,57
31891,56
14027,28
36344,66
34208,18
39611,82
32618,77
38778,20
33309,46
39151,73
32803,57
38401,73
37100,26
35670,31
35072,4
34528,61
33002,9
38716,71
35476,48
37136,1
34234,28
35605,71
32840,11
39173,81
31138,88
38430,33
31502,11
31381,64
15646,66
11429,55
12173,54
38115,34
39967,75
39296,75
37388,58
39907,29
38117,99
31321,5
38835,99
19795,9
17359,24
31017,1
37629,92
39725,87
14115,35
35280,11
34704,39
35177,43
17462,92
36851,94
18824,52
35846,89
10769,25
35713,50
18019,32
35614,14
33792,22
31383,14
17766,4
38768,86
37270,44
38942,76
37781,48
10262,55
33285,89
37385,53
38470,32
11702,36
10040,64
37807,22
16586,2
35137,91
18415,68
33932,28
30252,40
30752,1
10614,93
36769,71
30101,45
32017,98
38262,30
34384,33
39905,77
33945,21
36390,4
34640,67
14133,84
38890,49
10596,85
38936,99
33072,58
19447,40
39416,98
37404,31
31495,17
17527,59
38218,94
37816,47
31899,79
36217,4
17954,41
31453,78
32189,52
37290,62
11861,27
32913,18
14873,64
18676,63
35929,89
38141,82
34669,68
14017,9
13329,40
34110,39
34703,57
12540,92
16502,63
32677,92
39634,90
35857,26
11214,96
18427,88
15747,24
32751,80
32927,98
39300,96
31628,59
33885,74
18701,35
32621,43
34310,41
38271,57
35797,84
31845,75
10303,15
16983,57
38337,33
37463,53
32039,29
37898,42
18589,90
14604,93
30316,88
32172,46
37087,64
33970,5
12324,97
38226,32
31020,82
18190,81
37582,37
30328,76
30568,20
37661,91
10665,9
31459,45
38784,27
39852,88
17792,32
39745,87
36048,68
31117,95
30941,89
34817,51
19480,3
35941,31
38550,45
33634,71
31369,1
37281,55
32079,67
34188,61
12846,67
33643,41
17071,69
35218,83
33867,66
34349,16
30712,72
37809,41
32591,45
34481,9
15767,2
38270,43
36444,22
15203,5
15360,54
35682,8
39272,63
31474,78
10825,16
10049,51
34860,62
32704,1
39667,22
15335,61
30865,91
17999,56
35474,41
37472,75
31898,94
13606,51
31723,96
33745,15
10710,99
33618,49
35963,22
35395,44
31085,65
16082,93
31073,30
34143,60
38098,97
32377,80
11379,12
37130,49
34877,86
32745,76
35242,27
38546,38
31447,78
39058,9
11202,49
31423,16
35604,56
30713,86
38755,8
12568,92
36405,55
10586,52
35750,36
33806,89
32784,7
32169,51
32071,5
35653,76
34990,58
14034,7
35066,73
35831,38
37689,20
13595,1
39551,99
32469,88
33678,94
19986,70
39192,4
18466,37
36029,8
39609,22
34776,58
36006,90
35587,83
30296,67
18763,64
38202,75
13249,52
32085,45
33610,17
33687,76
36782,21
11027,4
36685,72
35282,89
34922,87
35905,73
37952,45
33108,47
31691,17
13831,1
32339,94
37338,61
38782,61
39750,52
13199,11
18085,98
31932,98
30370,42
37810,56
19529,74
30665,92
10467,7
39563,34
12020,7
34040,10
10292,53
33299,51
12329,99
32375,88
35634,31
18137,56
18394,8
18837,98
39847,16
17102,48
30344,44
33039,17
32711,35
32097,60
34858,53
19802,12
31771,70
36701,53
38972,6
38764,55
34874,5
33160,35
34129,9
13987,32
30495,42
35988,2
13271,89
31203,20
12674,44
13122,55
36605,69
31115,99
32272,43
37042,8
39670,15
19522,28
33030,67
33350,17
38562,53
39579,13
32728,21
15689,11
31067,79
37013,98
31657,78
34328,87
36194,36
39160,75
36760,40
37449,54
39758,48
33770,87
35122,76
31965,57
30531,76
14566,22
39768,23
32320,42
36479,20
34373,95
18271,55
31429,4
37659,15
38045,73
32312,59
38743,52
11709,48
32395,28
36922,34
36665,80
14018,91
39817,8
35215,18
38766,12
30123,46
31893,34
16729,67
34581,1
19172,37
39097,54
12508,89
19482,5
30498,48
39770,18
33801,92
33107,84
32032,9
10802,99
34945,3
39989,39
19706,34
16739,81
37970,33
38295,99
16084,80
30558,3
18901,37
38821,15
39612,97
13101,47
30680,78
11314,9
14833,49
35622,81
39653,60
18032,96
35358,45
14306,74
32886,43
37817,37
32766,24
35387,22
38489,98
32346,98
31214,41
12080,83
38803,93
37460,40
18081,22
30557,86
38946,23
18939,11
11475,28
31158,58
39672,94
14149,68
33971,51
37829,62
33445,86
32438,86
15838,74
11272,79
35540,38
32547,92
16307,84
32369,32
38807,51
38206,7
18267,51
33843,29
16840,25
34354,51
37644,91
33145,98
30653,14
34151,72
37733,48
17796,84
35688,42
31461,59
37116,58
36747,28
37348,9
37176,94
32778,63
35596,28
32212,92
30929,61
37027,4
34855,55
38311,52
10342,61
16972,49
38153,85
12209,42
31713,85
30672,56
37586,67
32796,6
17974,10
31019,1
32061,17
35203,47
35712,59
39948,7
31008,18
35581,48
35050,70
32143,74
39401,52
39669,94
10133,21
30795,94
12120,25
35128,92
11161,98
38665,92
34032,88
35561,57
14959,4
38275,57
31631,37
14851,13
17871,34
34914,87
17494,35
37851,3
36750,55
35092,68
35895,50
36375,45
38437,71
37377,8
18272,53
34861,38
16966,64
16970,1
34400,8
39882,22
34631,72
38426,74
30364,56
38385,96
33188,87
37325,63
32960,54
31455,48
37735,41
39776,42
15152,61
39578,18
19094,79
35453,79
33437,93
35441,85
39004,24
10608,89
34834,26
13335,75
36211,84
30112,98
30509,36
38749,58
11611,74
17646,52
12207,82
37694,45
36531,47
15693,26
12988,23
19579,94
16406,64
34764,85
30276,39
34026,89
37410,77
18204,68
34408,51
37300,83
10752,86
39492,34
12283,11
30401,92
32706,64
39318,16
32053,27
38076,31
30002,69
38634,83
37111,95
33713,99
39984,71
12351,43
36285,9
11409,13
13461,27
38405,57
33899,59
36035,82
38278,59
35636,79
36337,46
32867,88
31830,14
35431,3
10329,21
39087,54
14233,19
35600,36
31430,16
35354,15
35711,28
38092,87
32765,86
37080,95
31590,68
39951,6
32119,63
35296,47
34417,7
37914,72
38718,49
10207,82
39717,93
35421,10
38651,3
35978,58
12372,80
19631,66
14016,35
36826,48
37408,53
33435,6
38659,3
15404,68
39512,92
17430,7
19638,36
37692,93
34723,13
15283,83
32612,77
31289,5
30827,79
37132,56
18056,76
39884,12
34060,86
31107,23
33642,26
36407,44
39185,94
31649,10
36361,51
15412,29
39506,3
17538,95
14190,28
32385,25
31349,48
36890,51
39766,2
39398,46
35246,16
36591,67
32299,57
36393,19
10955,54
38303,48
30625,28
32019,70
37882,18
35564,96
33220,72
33837,46
37318,69
31804,98
34056,52
12265,51
32761,15
19841,95
18556,87
35454,47
39307,77
36476,75
32408,49
31463,53
18660,34
36833,36
36432,58
17368,58
34762,68
32278,98
32759,21
34803,49
16871,28
36703,73
34898,96
36014,41
36670,98
39086,50
32132,45
32926,65
32471,97
38210,6
30782,9
38158,76
15501,86
31832,88
34871,47
39982,8
39026,77
31249,89
12549,16
13934,38
19075,16
31966,92
31915,33
39304,91
33615,52
30358,52
34604,68
31471,43
34335,75
32221,39
31836,5
38477,39
11125,54
19598,76
37747,56
33311,32
38236,93
30850,82
39134,46
34658,3
37382,28
39835,54
32581,25
11876,48
32052,59
17366,17
36218,34
30972,70
38908,70
30934,98
10217,38
35801,16
33587,57
32826,40
31837,48
36413,61
37770,86
15211,52
33582,96
37053,72
32942,51
34441,75
35442,33
15966,32
32669,34
14715,75
32662,47
12294,14
33051,13
37020,30
14644,18
19321,70
32965,36
34172,78
32454,4
30635,68
30448,99
31063,22
30856,14
34671,74
18829,83
39199,88
34112,46
32907,70
11242,22
11478,93
30266,72
10545,49
35144,56
32183,67
32859,50
37613,70
38013,67
14714,73
11785,57
37944,94
32173,23
39654,11
16805,31
14866,31
35524,25
16759,17
39546,92
18629,10
32347,38
37141,94
10420,44
34085,42
37873,65
39571,65
19985,70
17326,6
36146,67
37783,26
16758,80
35087,63
11561,5
39952,62
35516,30
34913,30
32947,25
37428,10
35527,82
36249,59
32522,68
32043,31
36112,84
11592,6
37458,80
18188,61
31869,50
10067,94
18344,47
35346,64
18358,18
31797,43
30067,17
30921,24
12886,45
32831,62
31810,25
38128,7
36078,52
34004,99
31239,79
16372,90
37905,57
34536,83
38353,93
33716,63
36875,3
12443,79
13412,71
10844,13
39965,48
14728,69
36581,9
10917,9
37739,3
30293,69
31924,21
37720,15
16280,28
36364,27
33712,67
39553,44
33674,44
32536,25
31857,79
32767,48
30689,56
33512,33
36399,21
32925,76
18138,31
39205,81
37788,51
18863,94
11280,10
18429,55
36788,33
37794,63
36452,24
18513,27
37933,24
18353,79
11985,19
39346,4
34326,99
31491,10
32680,10
35214,44
35885,41
33683,64
39754,38
34153,77
31287,73
31595,90
39293,16
35896,70
35003,59
31266,64
34139,95
34551,15
34655,71
13575,19
14291,26
35844,76
15857,53
36603,10
39810,71
39266,13
38387,96
11935,49
11380,21
33404,33
32150,20
39094,46
30326,29
30938,74
35460,47
35470,31
10016,95
16178,46
36520,24
30061,83
16757,72
19127,67
11740,90
34872,98
36849,66
12767,64
39836,78
34610,89
32990,48
18861,50
17086,79
34237,81
14666,40
38052,49
32532,22
38482,93
35497,49
31997,88
34342,14
31025,27
39186,54
37856,95
31785,4
36970,38
18275,71
39259,95
33372,71
32731,83
33768,2
30015,85
35232,20
37296,61
32540,24
33440,80
37229,54
36383,24
15200,60
35417,76
18183,67
39941,24
17347,50
19359,47
32721,94
36766,19
34381,59
13942,50
17692,16
18454,70
39813,60
35410,53
39691,9
39640,53
38515,97
36355,19
15661,68
37942,28
33125,11
38798,2
39258,25
34258,1
31883,86
33974,44
30099,50
31583,44
39046,16
12914,54
30171,84
15495,16
12416,27
35271,78
36748,51
15243,44
34467,23
34321,15
30331,6
34331,94
38284,63
31948,81
11966,11
32544,49
32588,4
39913,93
13115,73
39755,80
12090,94
19311,12
37308,23
35094,93
17916,26
15723,4
30094,56
34531,76
16914,73
33301,19
36759,42
30959,94
39443,88
39249,15
36555,24
15572,6
36518,5
34483,62
30434,28
34456,27
31202,57
18447,14
35493,23
11283,83
36953,47
37399,63
32280,57
33779,14
15863,99
32311,15
31217,50
11803,31
30253,25
34102,59
31561,94
35029,12
36190,68
31014,26
19281,65
37151,5
37122,11
39844,23
32616,15
12426,68
14311,83
31897,25
37674,44
31555,76
36447,14
33550,74
32417,92
37073,69
12915,55
39184,95
18046,65
34843,4
10678,14
37712,86
36914,10
38017,39
14784,6
31166,96
32056,66
39762,87
39747,95
33024,72
35043,98
11120,70
30070,12
36622,27
37614,78
33661,51
30060,12
37192,19
31365,3
13791,45
13754,12
31526,42
33495,32
32916,74
36864,35
36165,46
33881,19
15640,46
36175,3
35155,5
32718,6
36427,18
37329,27
10684,3
37678,41
16112,40
33623,46
18497,8
35526,57
39029,20
12887,15
33261,17
31710,68
30892,10
37858,73
34290,20
30212,34
18632,23
33419,21
10024,52
32168,50
31373,62
34552,25
34651,81
30231,64
33290,14
38319,93
34233,8
13525,95
38898,58
35216,89
10003,18
36424,33
35931,2
39295,15
36380,43
37350,51
36451,66
38040,86
15552,75
12894,38
38441,50
31725,69
37697,28
34886,8
39286,79
30115,25
36624,16
33818,52
31422,44
30363,16
34079,52
12152,39
36981,63
37609,36
32879,83
32123,93
18694,79
39171,64
39077,38
34925,6
10212,87
11275,72
16842,36
17141,44
31553,16
30122,46
35553,50
32435,25
12446,34
15679,56
34942,94
39652,19
17352,50
33418,99
37010,49
39339,95
34846,21
31765,4
38842,72
34548,10
17925,12
36806,7
36884,15
36563,91
15573,16
32308,79
38023,73
34555,62
31813,14
39773,12
16640,48
30222,17
39893,82
37845,62
15114,28
31738,11
14158,4
34337,84
32500,92
39943,92
33743,20
30505,5
33706,20
32600,91
34755,94
18058,69
19151,13
35528,48
31720,50
19820,28
33853,55
38669,59
36958,14
33693,37
32832,20
35146,24
